category,oem,part_number,DWPD,form_factor,capacity,mfr_part_number,part_description,interface,part_specification,part_url,store
hdd,Hewlett Packard Enterprise,EG0900JEHMB,nan,"2.5""",900GB,785069-B21,HP 900GB 12G SAS 10K rpm SFF (2.5-inch) SC Enterprise,12 Gbps,"{'Model': ['HP 900GB 12G SAS 10K rpm SFF (2.5-inch) SC Enterprise'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['785069-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['900GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['EGJ'], 'Product Id': ['EG0900JEHMB'], 'Notes': ['It is strongly recommended that you use vSAN ReadyNodes. However, if you choose to Build Your Own vSAN solution then you must confirm that your components including drives are supported by the OEM server manufacturer.']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=39250&persona=live&column=partnerName&order=asc&redirectFrom=HP%20900GB%2012G%20SAS%2010K%20rpm%20SFF%20%282.5-inch%29%20SC%20Enterprise,VMware
hdd,Hewlett Packard Enterprise,EGF,nan,"2.5""",900GB,652589-B21,HP 900GB 6G SAS 10K 2.5in DP ENT SC HDD,6 Gbps,"{'Model': ['HP 900GB 6G SAS 10K 2.5in DP ENT SC HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['652589-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['6 Gbps'], 'Capacity': ['900GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD0'], 'Series': ['EGF'], 'Product Id': ['EGF'], 'Notes': ['It is strongly recommended that you use vSAN ReadyNodes. However, if you choose to Build Your Own vSAN solution then you must confirm that your components including drives are supported by the OEM server manufacturer.']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=36198&persona=live&column=partnerName&order=asc&redirectFrom=HP%20900GB%206G%20SAS%2010K%202.5in%20DP%20ENT%20SC%20HDD,VMware
hdd,Hewlett Packard Enterprise,EG1200JEHMC,nan,"2.5""",1200GB,781518-B21,HPE 1.2TB 12GAS 10K SFF HDD,12 Gbps,"{'Model': ['HPE 1.2TB 12GAS 10K SFF HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['781518-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD3'], 'Series': ['Ultrastar C10K1800'], 'Product Id': ['EG1200JEHMC']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40615&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%2012GAS%2010K%20SFF%20HDD,VMware
hdd,Hewlett Packard Enterprise,EG001200JWFVA,nan,"2.5""",1200GB,785079-B21,HPE 1.2TB 12G SAS 10K 2.5in ENT HDD,12 Gbps,"{'Model': ['HPE 1.2TB 12G SAS 10K 2.5in ENT HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['785079-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD7'], 'Series': ['AL14SE'], 'Product Id': ['EG001200JWFVA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=42203&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%2012G%20SAS%2010K%202.5in%20ENT%20HDD,VMware
hdd,Hewlett Packard Enterprise,EG001200JWFVA,nan,"2.5""",1200GB,781518-B21,HPE 1.2TB 12G SAS 10K 2.5in SC ENT HDD,12 Gbps,"{'Model': ['HPE 1.2TB 12G SAS 10K 2.5in SC ENT HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['781518-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD7'], 'Series': ['AL14SE'], 'Product Id': ['EG001200JWFVA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=42202&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%2012G%20SAS%2010K%202.5in%20SC%20ENT%20HDD,VMware
hdd,Hewlett Packard Enterprise,EG1200JEMDA,nan,"2.5""",1200GB,781518-B21,HPE 1.2TB 12GAS 10K SFF HDD,12 Gbps,"{'Model': ['HPE 1.2TB 12GAS 10K SFF HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['781518-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD3'], 'Series': ['Savvio 10K'], 'Product Id': ['EG1200JEMDA']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40927&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%2012GAS%2010K%20SFF%20HDD,VMware
hdd,Hewlett Packard Enterprise,MB2000JVYZN,nan,"3.5""",2000GB,"833926-B21 , 833926-H21 , 833926-K21",HPE 2TB SAS 7.2K LFF LP DS HDD,12 Gbps,"{'Model': ['HPE 2TB SAS 7.2K LFF LP DS HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['833926-B21 , 833926-H21 , 833926-K21'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['2000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD1'], 'Series': ['Exos 7E8'], 'Product Id': ['MB2000JVYZN']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=44828&persona=live&column=partnerName&order=asc&redirectFrom=HPE%202TB%20SAS%207.2K%20LFF%20LP%20DS%20HDD,VMware
hdd,Hewlett Packard Enterprise,EG1200JETKC,nan,"2.5""",1200GB,781518-B21,HPE 1.2TB 12GAS 10K SFF HDD,12 Gbps,"{'Model': ['HPE 1.2TB 12GAS 10K SFF HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['781518-B21'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['HPD3'], 'Series': ['AL14SE'], 'Product Id': ['EG1200JETKC']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40928&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%2012GAS%2010K%20SFF%20HDD,VMware
hdd,Hewlett Packard Enterprise,ST1200MM0009,nan,"2.5""",1200GB,P28356-002,"HPE 1.2TB SAS 10K 2.5"" BC 512e ISE HDD",12 Gbps,"{'Model': ['HPE 1.2TB SAS 10K 2.5"" BC 512e ISE HDD'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['HP'], 'Part Number': ['P28356-002'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['NI05'], 'Series': ['Exos 10E2400'], 'Product Id': ['ST1200MM0009']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47137&persona=live&column=partnerName&order=asc&redirectFrom=HPE%201.2TB%20SAS%2010K%202.5%22%20BC%20512e%20ISE%20HDD,VMware
hdd,Hewlett Packard Enterprise,ST14000NM013G,nan,"3.5""",14000GB,P23456-003,HPE 14TB SAS 7.2K LFF ISE He LP HDD DS,12 Gbps,"{'Model': ['HPE 14TB SAS 7.2K LFF ISE He LP HDD DS'], 'Partner Name': ['Hewlett Packard Enterprise'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['P23456-003'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['SSC2'], 'Series': ['Exos X16'], 'Product Id': ['ST14000NM013G'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47120&persona=live&column=partnerName&order=asc&redirectFrom=HPE%2014TB%20SAS%207.2K%20LFF%20ISE%20He%20LP%20HDD%20DS,VMware
hdd,Fujitsu,AL15SEB030N,nan,"2.5""",300GB,TOS:AL15SEB030N,HD SAS 12G 300GB 10K HOT PL 2.5” EP,12 Gbps,"{'Model': ['HD SAS 12G 300GB 10K HOT PL 2.5” EP'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['TOSHIBA'], 'Part Number': ['TOS:AL15SEB030N'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['5203'], 'Series': ['AL15SE'], 'Product Id': ['AL15SEB030N']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=43388&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2010K%20HOT%20PL%202.5%E2%80%9D%20EP,VMware
hdd,Fujitsu,SGT:ST12000NM002G,nan,"3.5""",12000GB,2MT203-040,ST12000NM002G,12 Gbps,"{'Model': ['ST12000NM002G'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2MT203-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['12000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['SL21'], 'Series': ['Exos X16'], 'Product Id': ['SGT:ST12000NM002G'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47253&persona=live&column=partnerName&order=asc&redirectFrom=ST12000NM002G,VMware
hdd,Fujitsu,ST12000NM005J       ,nan,"3.5""",12000GB,2TY213-040,ST12000NM005J,12 Gbps,"{'Model': ['ST12000NM005J'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2TY213-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['12000GB'], 'RPM': [7200], 'Format': ['512-byte Emulation'], 'Minimum Firmware Version': ['SN90 '], 'Series': ['Exos X18 '], 'Product Id': ['ST12000NM005J       '], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=51152&persona=live&column=partnerName&order=asc&redirectFrom=ST12000NM005J,VMware
hdd,Fujitsu,ST14000NM004J   ,nan,"3.5""",14000GB,2TX203-040,ST14000NM004J,12 Gbps,"{'Model': ['ST14000NM004J'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2TX203-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['14000GB'], 'RPM': [7200], 'Format': ['512-byte Emulation'], 'Minimum Firmware Version': ['SN20 '], 'Series': ['Exos X18 '], 'Product Id': ['ST14000NM004J   '], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=51155&persona=live&column=partnerName&order=asc&redirectFrom=ST14000NM004J,VMware
hdd,Fujitsu,SGT:ST10000NM002G,nan,"3.5""",10000GB,2MU203-040,ST10000NM002G,12 Gbps,"{'Model': ['ST10000NM002G'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2MU203-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['10000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['SL21'], 'Series': ['Exos X16'], 'Product Id': ['SGT:ST10000NM002G'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47254&persona=live&column=partnerName&order=asc&redirectFrom=ST10000NM002G,VMware
hdd,Fujitsu,ST10000NM0528,nan,"3.5""",10000GB,2H7200-040,ST10000NM0528,12 Gbps,"{'Model': ['ST10000NM0528'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2H7200-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['10000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['SH20'], 'Series': ['Exos X14'], 'Product Id': ['ST10000NM0528'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=45587&persona=live&column=partnerName&order=asc&redirectFrom=ST10000NM0528,VMware
hdd,Fujitsu,SGT:ST1000NM001A,nan,"3.5""",1000GB,2J3200-040,ST1000NM001A,12 Gbps,"{'Model': ['ST1000NM001A'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2J3200-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['SK00'], 'Series': ['Exos 7E8'], 'Product Id': ['SGT:ST1000NM001A']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=47173&persona=live&column=partnerName&order=asc&redirectFrom=ST1000NM001A,VMware
hdd,Fujitsu,HUH721010AL5201,nan,"3.5""",10000GB,HGS:HUH721010AL5201,"HD SAS 12G 10TB 7K2 512E HOT PL 3.5"" BC SED",12 Gbps,"{'Model': ['HD SAS 12G 10TB 7K2 512E HOT PL 3.5"" BC SED'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Part Number': ['HGS:HUH721010AL5201'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['10000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['B2K0'], 'Series': ['Ultrastar He10'], 'Product Id': ['HUH721010AL5201'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40855&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%2010TB%207K2%20512E%20HOT%20PL%203.5%22%20BC%20SED,VMware
hdd,Fujitsu,ST300MM0048,nan,"2.5""",300GB,SGT:ST300MM0048,HD SAS 12G 300GB 10K 512N HOT PL SFF EP,12 Gbps,"{'Model': ['HD SAS 12G 300GB 10K 512N HOT PL SFF EP'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['SGT:ST300MM0048'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': [' SE01'], 'Product Id': ['ST300MM0048']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41034&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2010K%20512N%20HOT%20PL%20SFF%20EP,VMware
hdd,Fujitsu,ST2000NX0273,nan,"2.5""",2000GB,SGT:ST2000NX0273,HD SAS 12G 2TB 7K2 512E HOT PL SFF BC,12 Gbps,"{'Model': ['HD SAS 12G 2TB 7K2 512E HOT PL SFF BC'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['seagate'], 'Part Number': ['SGT:ST2000NX0273'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['2000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['FTE1'], 'Product Id': ['ST2000NX0273']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40803&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%202TB%207K2%20512E%20HOT%20PL%20SFF%20BC,VMware
hdd,Fujitsu,AL14SEB03EN,nan,"2.5""",300GB,TOS:AL14SEB03EN,HD SAS 12G 300GB 10K HOT PL 2.5”EP,12 Gbps,"{'Model': ['HD SAS 12G 300GB 10K HOT PL 2.5”EP'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['TOSHIBA'], 'Part Number': ['TOS:AL14SEB03EN'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['5202'], 'Series': ['AL14SE'], 'Product Id': ['AL14SEB03EN']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41684&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2010K%20HOT%20PL%202.5%E2%80%9DEP,VMware
hdd,Fujitsu,ST2000NX0433,nan,"2.5""",2000GB,SGT:ST2000NX0433,HD SAS 12G 2TB 7K2 512N HOT PL SFF BC,12 Gbps,"{'Model': ['HD SAS 12G 2TB 7K2 512N HOT PL SFF BC'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['SGT:ST2000NX0433'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['2000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['FTN0'], 'Product Id': ['ST2000NX0433']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41037&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%202TB%207K2%20512N%20HOT%20PL%20SFF%20BC,VMware
hdd,Fujitsu,AL15SEQ030N,nan,"2.5""",300GB,TOS:AL15SEQ030N,HD SAS 12G 300GB 10K HOT PL 2.5” EP SED,12 Gbps,"{'Model': ['HD SAS 12G 300GB 10K HOT PL 2.5” EP SED'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['TOSHIBA'], 'Part Number': ['TOS:AL15SEQ030N'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['5203'], 'Series': ['AL15SE'], 'Product Id': ['AL15SEQ030N']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=44168&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2010K%20HOT%20PL%202.5%E2%80%9D%20EP%20SED,VMware
hdd,Fujitsu,WUH721816AL5204,nan,"3.5""",16000GB,WUH721816AL5204,"HD SAS 12G 16TB 7K2 512E HOT PL 3.5"" BC",12 Gbps,"{'Model': ['HD SAS 12G 16TB 7K2 512E HOT PL 3.5"" BC'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['WDC'], 'Part Number': ['WUH721816AL5204'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['16000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['C290'], 'Series': ['Ultrastar® DC HC550'], 'Product Id': ['WUH721816AL5204'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=51092&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%2016TB%207K2%20512E%20HOT%20PL%203.5%22%20BC,VMware
hdd,Fujitsu,HUC101860CSS201,nan,"2.5""",600GB,HGS:HUC101860CSS201,HD SAS 12G 600GB 10K HOT PL 2.5'' EP SED,12 Gbps,"{'Model': [""HD SAS 12G 600GB 10K HOT PL 2.5'' EP SED""], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Part Number': ['HGS:HUC101860CSS201'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['600GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['B7L1'], 'Series': ['Ultrastar C10K1800'], 'Product Id': ['HUC101860CSS201']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40830&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20600GB%2010K%20HOT%20PL%202.5%27%27%20EP%20SED,VMware
hdd,Fujitsu,ST300MP0006,nan,"2.5""",300GB,SGT: ST300MP0006,HD SAS 12G 300GB 15K 512N HOT PL SFF EP,12 Gbps,"{'Model': ['HD SAS 12G 300GB 15K 512N HOT PL SFF EP'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['SGT: ST300MP0006'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [15000], 'Format': ['512n'], 'Minimum Firmware Version': ['SF01'], 'Product Id': ['ST300MP0006']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41963&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2015K%20512N%20HOT%20PL%20SFF%20EP,VMware
hdd,Fujitsu,ST1000NX0453,nan,"2.5""",1000GB,SGT:ST1000NX0453,HD SAS 12G 1TB 7K2 512N HOT PL SFF BC,12 Gbps,"{'Model': ['HD SAS 12G 1TB 7K2 512N HOT PL SFF BC'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['SGT:ST1000NX0453'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1000GB'], 'RPM': [7200], 'Format': ['512n'], 'Minimum Firmware Version': ['FTN0'], 'Product Id': ['ST1000NX0453']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41036&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%201TB%207K2%20512N%20HOT%20PL%20SFF%20BC,VMware
hdd,Fujitsu,AL14SEB120N ,nan,"2.5""",1200GB,TOS:AL14SEB120N,HD SAS 12G 1.2TB 10K HOT PL 2.5in EP,12 Gbps,"{'Model': ['HD SAS 12G 1.2TB 10K HOT PL 2.5in EP'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Toshiba'], 'Part Number': ['TOS:AL14SEB120N'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['1200GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': ['5203'], 'Series': ['AL14SE'], 'Product Id': ['AL14SEB120N ']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=41446&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%201.2TB%2010K%20HOT%20PL%202.5in%20EP,VMware
hdd,Fujitsu,HUH721010AL5204,nan,"3.5""",10000GB,HGS:HUH721010AL5204,"HD SAS 12G 10TB 7K2 512E HOT PL 3.5"" BC",12 Gbps,"{'Model': ['HD SAS 12G 10TB 7K2 512E HOT PL 3.5"" BC'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Part Number': ['HGS:HUH721010AL5204'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['10000GB'], 'RPM': [7200], 'Format': ['512e'], 'Minimum Firmware Version': ['C2K0'], 'Series': ['Ultrastar He10'], 'Product Id': ['HUH721010AL5204'], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40854&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%2010TB%207K2%20512E%20HOT%20PL%203.5%22%20BC,VMware
hdd,Fujitsu,HUC101830CSS201,nan,"2.5""",300GB,HGS:HUC101830CSS201,HD SAS 12G 300GB 10K HOT PL 2.5'' EP SED,12 Gbps,"{'Model': [""HD SAS 12G 300GB 10K HOT PL 2.5'' EP SED""], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['HGST'], 'Part Number': ['HGS:HUC101830CSS201'], 'Form Factor': ['2.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['300GB'], 'RPM': [10000], 'Format': ['512n'], 'Minimum Firmware Version': [' B7L1'], 'Series': ['Ultrastar C10K1800'], 'Product Id': ['HUC101830CSS201']}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=40828&persona=live&column=partnerName&order=asc&redirectFrom=HD%20SAS%2012G%20300GB%2010K%20HOT%20PL%202.5%27%27%20EP%20SED,VMware
hdd,Fujitsu,ST12000NM004J       ,nan,"3.5""",12000GB,2TY203-040,ST12000NM004J,12 Gbps,"{'Model': ['ST12000NM004J'], 'Partner Name': ['Fujitsu'], 'Device Type': ['SAS'], 'Vendor Id': ['Seagate'], 'Part Number': ['2TY203-040'], 'Form Factor': ['3.5""'], 'Interface Speed': ['12 Gbps'], 'Capacity': ['12000GB'], 'RPM': [7200], 'Format': ['512-byte Emulation'], 'Minimum Firmware Version': ['SN20 '], 'Series': ['Exos X18 '], 'Product Id': ['ST12000NM004J       '], 'Notes': [""Please refer to <a href='https://kb.vmware.com/s/article/87346'>https://kb.vmware.com/s/article/87346</a> for more details""]}",https://compatibilityguide.broadcom.com/detail?program=hdd&productId=51153&persona=live&column=partnerName&order=asc&redirectFrom=ST12000NM004J,VMware
